OWNERSHIP_TYPE,BUILDING_USE,LEASED,AGENCY,OWNERNAME,OWNERNAME2,ASSESSMENT,TAX_RATE,ANNUAL_TAX,RES,CONDO_LOT,LOT_SF,BOOK,PAGE,CONDO_REGIME,CONDO_BOOK,CONDO_PAGE,COMMENT_,PART_LOT,WARD,ANC,COMMENCE,EXPIRATION,LEASE,x,y
PUBLIC,SPECIAL USE / SPECIAL EVENTS,Y,DGS,DISTRICT OF COLUMBIA,,11201320,1.89,0,,N,30726,204,161,,,,OLD NAVAL HOSPITAL.  The Old Naval Hospital Foundation,N,6,ANC 6B,12/19/2010,12/30/2075,TRIPLE NET / LEASE,,
PUBLIC,SHELTER,N,DHS,DISTRICT OF COLUMBIA,,5289970,1.77,0,,N,16485,,,,,,MADISON SHELTER,N,6,ANC 6A,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,28583710,1.89,0,,N,145850,221,78,,,,TYLER ELEMENTARY SCHOOL,N,6,ANC 6B,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,18487900,1.89,0,,N,72055,215,17,,,,MAURY ELEMENTARY,N,6,ANC 6A,,,N,,
PUBLIC,PUBLIC SCHOOL GROUNDS / RECREATION CENTER GROUNDS,N,DCPS / DPR,UNITED STATES OF AMERICA,,19382000,1.89,0,,N,104694,152,134,,,,PART OF WATKINS ELEMENTARY SCHOOL GROUNDS.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES  MULTIPLE AGENCIES.,N,6,ANC 6B,,,N,,
PUBLIC,PUBLIC SCHOOL / SPRAY PARK,N,DCPS / DPR,DISTRICT OF COLUMBIA,,21888030,1.89,0,,N,61621,3473,L,,,,WATKINS ELEMENTARY SCHOOL / SPRAY PARK.  MULTIPLE ADDRESSES,N,6,ANC 6B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,74908000,5,0,,N,275284,148,142,,,,POTOMAC GARDENS FAMILY & SENIOR.  MULTIPLE ADDRESSESS,N,6,ANC 6B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,19789140,0.85,0,,N,95021,142,49,,,,KENTUCKY COURTS.  MULTIPLE ADDRESSES,N,6,ANC 6B,,,N,,
PUBLIC,RECREATION CENTER,N,DPR,UNITED STATES OF AMERICA,,1714050,1.65,0,,N,11110,152,134,,,,PART OF WATKINS ELEMENTARY SCHOOL.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,6,ANC 6B,,,N,,
PUBLIC,WAREHOUSE,N,DPW,DISTRICT OF COLUMBIA,,6738340,1.77,0,,N,22681,,,,,,DPW STREET CLEANING / TRAFFIC SERVICES SIGNAL BUILDING,N,6,ANC 6B,,,N,,
PUBLIC,WAREHOUSE,N,DPW,DISTRICT OF COLUMBIA,,7266020,1.77,0,,N,24283,3120,O,,,,DPW SIGN FABRICATION SHOP,N,6,ANC 6B,,,N,,
PUBLIC,RECREATION CENTER,N,DPR,UNITED STATES OF AMERICA,,2668120,0.85,0,0649,N,19302,158,37,,,,PAYNE RECREATION CENTER.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,6,ANC 6B,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,30245410,1.89,0,,N,123102,3598,S,,,,PAYNE ELEMENTARY SCHOOL / RECREATION CENTER,N,6,ANC 6B,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,6768610,1.77,0,,N,27367,3528,C,,,,ENGINE 8 FIRE STATION,N,7,ANC 7D,,,N,,
PUBLIC,DEVELOPMENT SITE / RECREATION,Y,DMPED,DISTRICT OF COLUMBIA,,17050040,1.89,0,343E,N,276293,3843,U,,,,"FEDERAL GOVERNMENT AND THE DISTRICT OF COLUMBIA CONVEYANCES AND TRANSFERS IN PUBLIC LAW 109-396 FOR OPEN SPACE,  PARKS, AND RECREATIONAL PURPOSES. BOATHOUSE ROW.  MULTIPLE ADDRESSES.  Seafarers Yacht Club",N,6,ANC 6B,11/6/2008,2/27/2024,GROSS / LEASE,,
PUBLIC,SPECIAL USE / RECREATION,Y,DPR,DISTRICT OF COLUMBIA,,6380810,1.77,0,343D,N,103400,3069,W,,,,"FEDERAL GOVERNMENT AND THE DISTRICT OF COLUMBIA CONVEYANCES AND TRANSFERS IN PUBLIC LAW 109-396 FOR OPEN SPACE,  PARKS, AND RECREATIONAL PURPOSES. BOATHOUSE ROW.  MULTIPLE ADDRESSES.  Washington Yacht Club",N,6,ANC 6B,11/6/2008,2/27/2024,TRIPLE NET / LEASE,,
PUBLIC,SPECIAL USE / COMMERCIAL / RECREATION,Y,DPR,DISTRICT OF COLUMBIA,,,,,343D,N,277217,,,,,,"FEDERAL GOVERNMENT AND THE DC CONVEYANCES AND TRANSFERS IN PUBLIC LAW 109-396 FOR OPEN SPACE,  PARKS, AND RECREATIONAL PURPOSES. BOATHOUSE ROW.  MULTIPLE ADDRESSES.  District Yacht Club",N,6,ANC 6B,3/15/2009,2/27/2024,TRIPLE NET / LEASE,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,DISTRICT OF COLUMBIA,,,,,343D,N,87246,,,,,,"DPW SOLID WASTE MANAGEMENT ADMINISTRATION.  FEDERAL GOVERNMENT AND THE DISTRICT OF COLUMBIA CONVEYANCES AND TRANSFERS IN PUBLIC LAW 109-396 FOR OPEN SPACE,  PARKS, AND RECREATIONAL PURPOSES. BOATHOUSE ROW",N,6,ANC 6B,,,N,,
PUBLIC,OFFICE / DEVELOPMENT SITE,N,DPW,DISTRICT OF COLUMBIA,,,,,343D,N,15344,,,,,,"DPW SOLID WASTE MANAGEMENT ADMINISTRATION.  FEDERAL GOVERNMENT AND THE DISTRICT OF COLUMBIA CONVEYANCES AND TRANSFERS IN PUBLIC LAW 109-396 FOR OPEN SPACE,  PARKS, AND RECREATIONAL PURPOSES. BOATHOUSE ROW",N,6,ANC 6B,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,50085960,1.89,0,,N,233322,3120,R,,,,ELIOT-HINE MIDDLE SCHOOL,N,7,ANC 7D,,,N,,
PUBLIC,PUBLIC SCHOOL GROUNDS,N,DCPS,DISTRICT OF COLUMBIA,,20840330,1.89,0,,N,125077,,,,,,EASTERN HIGH SCHOOL FOOTBALL / BASEBALL FIELDS,N,6,ANC 6A,,,N,,
PUBLIC,PUBLIC SCHOOL / ANTENNA,M,DCPS,DISTRICT OF COLUMBIA,,48069670,1.89,0,,N,118281,,,,,,"EASTERN HIGH SCHOOL. Cellco Partnership Commence = 1/1/2022, Expiration = 5/6/2024; New Cingular Wireless PCS LLC Commence = 6/29/2022, Expiration = 6/28/2027; T-Mobile Northeast LLC Commence = 8/2/2018, Expiration = 8/1/2028",N,7,ANC 7D,7/31/2018,7/31/2028,N/A / LEASE / LICENSE,,
PUBLIC,PUBLIC SCHOOL GROUNDS,N,DCPS,DISTRICT OF COLUMBIA,,20840330,1.89,0,,N,125077,,,,,,EASTERN HIGH SCHOOL FOOTBALL / BASEBALL FIELDS,N,6,ANC 6A,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,19707980,1.89,0,,N,118281,,,,,,EASTERN HIGH SCHOOL / GROUNDS / COURTS,N,6,ANC 6A,,,N,,
PUBLIC,CHARTER SCHOOL,N,PCSB,DISTRICT OF COLUMBIA,,46664170,1.89,0,,N,165752,3896,X,,,,ST. COLETTA SPECIAL EDUCATION PCS,N,7,ANC 7F,,,N,,
PUBLIC,HOSPITAL / SHELTER / ANTENNA,N,DMPED/ DHS/ DOB/ DOC/ DMH,DISTRICT OF COLUMBIA,,175819475,1.89,0,,N,1590980,3901,A,,,,"HARRIET TUBMAN WOMEN'S & EMERGENCY FAMILY SHELTERS, CENTRAL DETENTION (DC JAIL) / CORRECTIONAL TREATMENT FACILITY / CSOSA REENTRY & SACTION CENTER / UPO TREATMENT CENTER / DC HOSPITAL",N,7,ANC 7F,9/30/2001,9/29/2022,GROSS / TRIPLE NET,,
PUBLIC,STADIUM / SPECIAL EVENTS,Y,DCSEC / OPEFM,UNITED STATES OF AMERICA,,210582310,1.89,0,,N,505380,3737,M,,,,"RFK STADIUM.  PUBLIC LAW 99-581, 50 YEAR LEASE TO DC.  QUITCLAIM 22240 ON 1/14/1988  MULTIPLE AGENCIES.",N,7,ANC 7D,1/13/1988,1/12/2038,TRIPLE NET / LEASE,,
PUBLIC,BOATHOUSE,N,DGS,DISTRICT OF COLUMBIA,,1937850,1.65,0,,N,9391,1071,*,,,,KEY BRIDGE BOATHOUSE / PARKING LOT.  MULTIPLE ADDRESSES,N,2,ANC 2E,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,15382830,1.89,0,,N,64725,3120,Z,,,,HYDE-ADDISON ELEMENTARY SCHOOL.  MULTIPLE ADDRESSES,N,2,ANC 2E,,,N,,
PUBLIC,PARK,N,DPR,UNITED STATES OF AMERICA,,1207690,1.65,0,0639,N,18640,158,34,,,,PART OF ROSE PARK RECREATION CENTER GROUNDS.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,Y,2,ANC 2E,,,N,,
PUBLIC,RECREATION CENTER,N,DPR,DISTRICT OF COLUMBIA,,17168780,1.89,0,0472,N,87322,162,1,,,,VOLTA PARK POOL.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,2,ANC 2E,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,2727810,1.65,0,,N,7500,,,,,,ENGINE 5 FIRE STATION,N,2,ANC 2E,,,N,,
PUBLIC,LIBRARY,N,DCPL,UNITED STATES OF AMERICA,,35319020,1.89,0,<Null>,N,65685,,,,,,PART OF LOT.  GEORGETOWN LIBRARY,Y,2,ANC 2E,,,N,,
PUBLIC,PARK,N,DPR,UNITED STATES OF AMERICA,,35319020,1.89,0,0325,N,65685,162,2,,,,PART OF BOOK HILL PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,Y,2,ANC 2E,,,N,,
PUBLIC,OFFICE / ANTENNA,Y,DCPS,DISTRICT OF COLUMBIA,,7430330,1.77,0,,N,19991,1836,*,,,,THE JACKSON ARTS CENTER.,N,2,ANC 2E,6/30/2018,6/29/2038,TRIPLE NET / LEASE,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,24659470,1.89,0,,N,128349,212,153,,,,DUKE ELLINGTON SCHOOL,N,2,ANC 2E,,,N,,
PUBLIC,PUBLIC SCHOOL / RETAIL,Y,DCPS,DISTRICT OF COLUMBIA,,68285980,1.89,0,,N,151063,3798,N,,,,FILMORE ARTS CENTER (WEST) / HARDY MIDDLE SCHOOL  Michael Sussman d/b/a Georgetown Flea Market,N,2,ANC 2E,6/13/2017,6/12/2024,GROSS / LEASE,,
PUBLIC,RECREATION CENTER / SPRAY PARK,N,DPR,DISTRICT OF COLUMBIA,,35331571,1.89,0,,N,276662,3385,F,,,,GUY MASON RECREATION CENTER / SPRAY PARK,N,3,ANC 3B,,,N,,
PUBLIC,RECREATION CENTER,M,DPR,DISTRICT OF COLUMBIA,,25995670,1.89,0,,N,180189,2398,*,,,,"JELLEFF FIELD.  British Commence = 8/14/2017, Expiration = 6/29/2029, floors 4, 9, 11, 13, 14.  Maret School",N,2,ANC 2E,12/28/2009,6/28/2029,N/A / LEASE,,
PUBLIC,PUBLIC SCHOOL / RECREATION,Y,DCPS,DISTRICT OF COLUMBIA,,19514470,1.89,0,,N,203001,3118,H,,,,DUKE ELLINGTON FIELD HOUSE.  MULTIPLE ADDRESSES.  Georgetown University,N,2,ANC 2E,7/31/2016,7/30/2026,GROSS / LEASE,,
PUBLIC,PUBLIC SCHOOL GROUNDS,N,DCPS,DISTRICT OF COLUMBIA,,5985520,1.77,0,,N,73352,3759,K,,,,MACARTHUR HIGH SCHOOL GROUNDS.  FORMER GEORGETOWN DAY SCHOOL (GDS) LOWER / MIDDLE SCHOOL (LMS) GROUNDS,N,3,ANC 3D,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,33822450,1.89,0,,N,145321,3762,I,,,,MACARTHUR HIGH SCHOOL.  FORMER GEORGETOWN DAY SCHOOL (GDS) LOWER / MIDDLE SCHOOL (LMS),N,3,ANC 3D,,,N,,
PUBLIC,PUBLIC SCHOOL GROUNDS,N,DCPS,DISTRICT OF COLUMBIA,,529750,1.65,0,,N,6492,3780,C,,,,MACARTHUR HIGH SCHOOL GROUNDS.  FORMER GEORGETOWN DAY SCHOOL (GDS) LOWER / MIDDLE SCHOOL (LMS) GROUNDS,N,3,ANC 3D,,,N,,
PUBLIC,PUBLIC SCHOOL GROUNDS,N,DCPS,DISTRICT OF COLUMBIA,,641870,1.65,0,,N,7866,3780,C,,,,MACARTHUR HIGH SCHOOL GROUNDS.  FORMER GEORGETOWN DAY SCHOOL (GDS) LOWER / MIDDLE SCHOOL (LMS) GROUNDS,N,3,ANC 3D,,,N,,
PUBLIC,PUBLIC SCHOOL GROUNDS,N,DCPS,DISTRICT OF COLUMBIA,,537170,1.65,0,,N,6583,3780,C,,,,MACARTHUR HIGH SCHOOL GROUNDS.  FORMER GEORGETOWN DAY SCHOOL (GDS) LOWER / MIDDLE SCHOOL (LMS) GROUNDS,N,3,ANC 3D,,,N,,
PUBLIC,PUBLIC SCHOOL GROUNDS,N,DCPS,DISTRICT OF COLUMBIA,,8270,0.85,0,,N,760,3780,C,,,,MACARTHUR HIGH SCHOOL GROUNDS.  FORMER GEORGETOWN DAY SCHOOL (GDS) LOWER / MIDDLE SCHOOL (LMS) GROUNDS,N,3,ANC 3D,,,N,,
PUBLIC,PUBLIC SCHOOL GROUNDS,N,DCPS,DISTRICT OF COLUMBIA,,14880,0.85,0,,N,6855,3780,C,,,,MACARTHUR HIGH SCHOOL GROUNDS.  FORMER GEORGETOWN DAY SCHOOL (GDS) LOWER / MIDDLE SCHOOL (LMS) GROUNDS,N,3,ANC 3D,,,N,,
PUBLIC,PARK,N,NPS,DISTRICT OF COLUMBIA,,1026650,1.65,0,0404,N,33268,132,64,,,,POTOMAC PALISADES PARKWAY.  TRANSFER OF JURISDICTION (TOJ) TO THE NATIONAL PARK SERVICE (NPS),N,3,ANC 3D,,,N,,
PUBLIC,PUBLIC SCHOOL,Y,DCPS,DISTRICT OF COLUMBIA,,4260290,1.65,0,,N,49853,3792,U,,,,LAB SCHOOL OF WASHINGTON'S FOXHALL CAMPUS.  ,N,3,ANC 3D,4/30/1998,12/30/2038,TRIPLE NET / LEASE,,
PUBLIC,RECREATION CENTER / SPRAY PARK,N,DPR,DISTRICT OF COLUMBIA,,6323520,1.77,0,0709,N,204910,158,37,,,,HARDY RECREATION CENTER & GROUNDS / SPRAY PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,3,ANC 3D,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,3637160,1.65,0,,N,15179,2388,*,,,,ENGINE 29 FIRE STATION,N,3,ANC 3D,,,N,,
PUBLIC,LIBRARY,N,DCPL,DISTRICT OF COLUMBIA,,7329980,1.77,0,,N,22500,3521,I,,,,PALISADES LIBRARY,N,3,ANC 3D,,,N,,
PUBLIC,RECREATION CENTER / SPRAY PARK,N,DPR,UNITED STATES OF AMERICA,,9576520,1.77,0,0504,N,579100,158,11,,,,PALISADES SPRAY PARK / RECREATION CENTER.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES.  MULTIPLE ADDRESSES,N,3,ANC 3D,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,20380400,1.89,0,,N,138016,194,69,,,,KEY ELEMENTARY,N,3,ANC 3D,,,N,,
PUBLIC,RECREATION CENTER,N,DPR,UNITED STATES OF AMERICA,,23381820,1.89,0,613A,N,245221,158,37,,,,FRIENDSHIP RECREATION CENTER / SPRAY PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,3,ANC 3E,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,24812480,1.89,0,,N,166035,3248,P,,,,MANN ELEMENTARY,N,3,ANC 3D,,,N,,
PUBLIC,PUBLIC SCHOOL / LIBRARY,N,DCPS / DCPL,DISTRICT OF COLUMBIA,,22330910,1.89,0,,N,158454,2397,*,,,,JANNEY ELEMENTARY SCHOOL / TENLEY-FRIENDSHIP LIBRARY.  MULTIPLE ADDRESSES  MULTIPLE AGENCIES.,N,3,ANC 3E,,,N,,
PUBLIC,SENIOR WELLNESS,Y,DACL,DISTRICT OF COLUMBIA,,7865350,1.77,0,,N,18240,189,4,,,,IONA SENIOR CENTER,N,3,ANC 3E,12/23/1991,12/22/2041,GROSS / LEASE,,
PUBLIC,RECREATION CENTER / SPRAY PARK,N,DPR,UNITED STATES OF AMERICA,,21454080,1.89,0,0431,N,150344,162,1,,,,CHEVY CHASE RECREATION CENTER / SPRAY PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,3,ANC 3/4G,,,N,,
PUBLIC,PUMPING STATION,N,DC WATER,DISTRICT OF COLUMBIA,,8822600,1.77,0,0470,N,91157,,,,,,RENO PUMPING STATION,N,3,ANC 3E,,,N,,
PUBLIC,PARK,N,DPR / DC WATER,UNITED STATES OF AMERICA,,56217010,1.89,0,0470,N,1768943,205,138,,,,FORT RENO / FORT CIRCLE PARK &  RENO PUMPING STATION (OLD).  PARTIAL (TOJ) TO THE DISTRICT OF COLUMBIA FOR RECREATION PURPOSES.  PARTIAL (TOJ) TO THE NATIONAL PARK SERVICE FOR PARK PURPOSES.  MULTIPLE ADDRESSES  MULTIPLE AGENCIES.,N,3,ANC 3E,,,N,,
PUBLIC,PUMPING STATION,N,DC WATER,DISTRICT OF COLUMBIA,,1021240,1.65,0,0470,N,10000,3561,G,,,,RENO PUMPING STATION,N,3,ANC 3E,,,N,,
PUBLIC,PUMPING STATION,N,DC WATER,DISTRICT OF COLUMBIA,,2397120,1.65,0,0470,N,22500,3561,G,,,,RENO PUMPING STATION,N,3,ANC 3E,,,N,,
PUBLIC,PUMPING STATION,N,DC WATER,DISTRICT OF COLUMBIA,,15345920,1.89,0,0470,N,108336,3561,G,,,,RENO PUMPING STATION,N,3,ANC 3E,,,N,,
PUBLIC,PUBLIC SCHOOL / SPECIAL USE,N,DCPS / DC WATER,DISTRICT OF COLUMBIA,,40611590,1.89,0,0470,N,383819,205,138,,,,RENO GARAGE & LODGE (4820 HOWARD ST NW).  DEAL MIDDLE SCHOOL & JESSIE RENO SCHOOL.  PARTIAL TRANSFER OF JURISDICTION (TOJ) FOR PARK PURPOSES (NPS).  MULTIPLE ADDRESSES  MULTIPLE AGENCIES.,Y,3,ANC 3E,,,N,,
PUBLIC,PUBLIC SCHOOL / AQUATIC CENTER,N,DCPS / DPR,DISTRICT OF COLUMBIA,,73341440,1.89,0,,N,454780,204,176,,,,JACKSON-REED HIGH SCHOOL / AQUATIC CENTER.  FOMERLY WILSON HIGH SCHOOL / WILSON AQUATIC CENTER.  MULTIPLE ADDRESSES  MULTIPLE AGENCIES.,Y,3,ANC 3E,,,N,,
PUBLIC,PARK,N,NPS,DISTRICT OF COLUMBIA,,73341440,1.89,0,,N,454780,205,137,,,,"SUBDIVISION BOOK, 205 PAGE 137 REFERENCED FOR THIS TRANSFER OF JURISDICTION FROM THE DISTRICT TO THE NATIONAL PARK SERVICE (NPS) FOR PARK PURPOSES (8/4/2011)",Y,3,ANC 3E,,,N,,
PUBLIC,FIRE STATION / ANTENNA,Y,DCFEMS,DISTRICT OF COLUMBIA,,5541800,1.77,0,,N,6110,,,,,,"ENGINE 20 FIRE STATION.  NEW CINGULAR WIRELESS PCS, LLC",N,3,ANC 3A,11/4/2020,4/1/2035,N/A / LICENSE,,
PUBLIC,RECREATION CENTER / SCHOOLS,N,DPR / DCPS,DISTRICT OF COLUMBIA,,21517500,1.89,0,,N,283818,1985,*,,,,STODDERT RECREATION CENTER / STODDERT ELEMENTARY SCHOOL  MULTIPLE AGENCIES.,N,3,ANC 3B,,,N,,
PUBLIC,COMMUNITY GARDEN / PARK,N,DPR,UNITED STATES OF AMERICA,,8292930,1.77,0,351L,N,130474,162,2,,,,NEWARK COMMUNITY GARDEN.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,3,ANC 3A,,,N,,
PUBLIC,POLICE STATION / EMERGENCY FAMILY SHELTER,N,MPD / DHS,DISTRICT OF COLUMBIA,,24626290,1.89,0,,N,200965,3685,R,,,,2ND DISTRICT STATION / THE BROOKS SHORT TERM FAMILY HOUSING  MULTIPLE AGENCIES.,N,3,ANC 3A,,,N,,
PUBLIC,COMMUNITY CENTER / LIBRARY,N,DPR / DCPL,DISTRICT OF COLUMBIA,,22250940,1.89,0,,N,73390,1837,*,,,,CHEVY CHASE COMMUNITY CENTER / LIBRARY.  MULTIPLE ADDRESSES  MULTIPLE AGENCIES.,N,3,ANC 3/4G,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,33948670,1.89,0,0527,N,160003,208,138,,,,HEARST ELEMENTARY SCHOOL.  MULTIPLE ADDRESSES.  OLD SSL - 1905    0803,N,3,ANC 3A,,,N,,
PUBLIC,UNIVERSITY,N,UDC,UNITED STATES OF AMERICA,,18280280,1.89,0,,N,50678,3876,W,,,,UNIVERSITY OF THE DISTRICT OF COLUMBIA.  TRANSFER OF JURISDICTION FROM GSA TO THE DISTRICT FOR USE AS AN EDUCATION FACILITY,N,3,ANC 3F,,,N,,
PUBLIC,UNIVERSITY,N,UDC,UNITED STATES OF AMERICA,,17800000,1.89,0,,N,55779,3876,W,,,,UNIVERSITY OF THE DISTRICT OF COLUMBIA.  TRANSFER OF JURISDICTION FROM GSA TO THE DISTRICT FOR USE AS AN EDUCATION FACILITY,N,3,ANC 3F,,,N,,
PUBLIC,UNIVERSITY,N,UDC,UNITED STATES OF AMERICA,,23911850,1.89,0,,N,58417,3876,W,,,,UNIVERSITY OF THE DISTRICT OF COLUMBIA.  TRANSFER OF JURISDICTION FROM GSA TO THE DISTRICT FOR USE AS AN EDUCATION FACILITY,N,3,ANC 3F,,,N,,
PUBLIC,UNIVERSITY,N,UDC,UNITED STATES OF AMERICA,,12333290,1.89,0,,N,40997,3876,W,,,,UNIVERSITY OF THE DISTRICT OF COLUMBIA.  TRANSFER OF JURISDICTION FROM GSA TO THE DISTRICT FOR USE AS AN EDUCATION FACILITY,N,3,ANC 3F,,,N,,
PUBLIC,UNIVERSITY,N,UDC,UNITED STATES OF AMERICA,,14518840,1.89,0,,N,48262,3876,W,,,,UNIVERSITY OF THE DISTRICT OF COLUMBIA.  TRANSFER OF JURISDICTION FROM GSA TO THE DISTRICT FOR USE AS AN EDUCATION FACILITY,N,3,ANC 3F,,,N,,
PUBLIC,UNIVERSITY,N,UDC,UNITED STATES OF AMERICA,,14867810,1.89,0,,N,49422,3876,W,,,,UNIVERSITY OF THE DISTRICT OF COLUMBIA.  TRANSFER OF JURISDICTION FROM GSA TO THE DISTRICT FOR USE AS AN EDUCATION FACILITY,N,3,ANC 3F,,,N,,
PUBLIC,UNIVERSITY,N,UDC,UNITED STATES OF AMERICA,,9391030,1.77,0,,N,33719,3876,W,,,,UNIVERSITY OF THE DISTRICT OF COLUMBIA.  TRANSFER OF JURISDICTION FROM GSA TO THE DISTRICT FOR USE AS AN EDUCATION FACILITY,N,3,ANC 3F,,,N,,
PUBLIC,UNIVERSITY,N,UDC,UNITED STATES OF AMERICA,,16620200,1.89,0,,N,37422,3876,W,,,,UNIVERSITY OF THE DISTRICT OF COLUMBIA.  TRANSFER OF JURISDICTION FROM GSA TO THE DISTRICT FOR USE AS AN EDUCATION FACILITY,N,3,ANC 3F,,,N,,
PUBLIC,UNIVERSITY,N,UDC,UNITED STATES OF AMERICA,,172899120,1.89,0,,N,574733,162,7,,,,UNIVERSITY OF THE DISTRICT OF COLUMBIA.  TRANSFER OF JURISDICTION FROM GSA TO THE DISTRICT FOR USE AS AN EDUCATION FACILITY.  MULTIPLE ADDRESSES,N,3,ANC 3F,,,N,,
PUBLIC,UNIVERSITY,Y,UDC,DISTRICT OF COLUMBIA,,44312440,1.89,0,,N,34106,163,67,,,,UDC ADULT EDUCATION / GED CLASSES / GED RECORDS & TESTING,N,3,ANC 3F,8/11/2016,7/23/2019,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,UNITED STATES OF AMERICA,13310900,1.89,0,0515,N,165514,106,25,,,,MURCH ELEMENTARY SCHOOL.  PARTIAL TRANSFER OF JURISDICTION TO THE DISTRICT OF COLUMBIA,Y,3,ANC 3F,,,N,,
PUBLIC,PUBLIC SCHOOL GROUNDS,N,DCPS,DISTRICT OF COLUMBIA,UNITED STATES OF AMERICA,13310900,1.89,0,0515,N,165514,106,25,,,,MURCH SCHOOL GROUNDS.  PARTIAL TRANSFER OF JURISDICTION TO THE NATIONAL PARK SERVICE (NPS) FOR PARKS,Y,3,ANC 3F,,,N,,
PUBLIC,PARK,N,DPR,DISTRICT OF COLUMBIA,UNITED STATES OF AMERICA,13310900,1.89,0,0515,N,165514,106,25,,,,MURCH FIELD.  TRANSFER OF JURISDICTION (TOJ) TO THE DISTRICT OF COLUMBIA,Y,3,ANC 3F,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,3137180,1.65,0,,N,16221,1632,*,,,,ENGINE 31 FIRE STATION.  ADDRESS IS RETIRED,N,3,ANC 3F,,,N,,
PUBLIC,POOL / SPRAY PARK,N,DPR,UNITED STATES OF AMERICA,,30401930,1.89,0,0473,N,246329,158,37,,,,LAFAYETTE RECREATION CENTER / SPRAY PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,4,ANC 3/4G,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,33637870,1.89,0,0473,N,250787,1939,*,,,,LAFAYETTE ELEMENTARY SCHOOL.  RECREATION CENTER,N,4,ANC 3/4G,,,N,,
PUBLIC,PARK,N,DPR,UNITED STATES OF AMERICA,,410370,0.85,0,0654,N,86575,162,1,,,,FORREST HILLS PLAYGROUND.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,3,ANC 3F,,,N,,
PUBLIC,FIRE STATION / ANTENNA,Y,DCFEMS,DISTRICT OF COLUMBIA,,3205660,1.65,0,,N,7000,1837,*,,,,"ENGINE 28 FIRE STATION.  ANNTENNA. NEW CINGULAR WIRELESS PCS, LLC",N,3,ANC 3C,1/26/2021,4/1/2035,GROSS / LICENSE,,
PUBLIC,RECREATION CENTER / SPRAY PARK,N,DPR,DISTRICT OF COLUMBIA,,3031890,1.65,0,,N,53271,1837,*,,,,MACOMB RECREATION CENTER / SPRAY PARK,N,3,ANC 3C,,,N,,
PUBLIC,LIBRARY,N,DCPL,DISTRICT OF COLUMBIA,,14499880,1.89,0,,N,19847,3248,T,,,,CLEVELAND PARK LIBRARY,N,3,ANC 3C,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,14319210,1.89,0,,N,66150,218,154,,,,EATON ELEMENTARY SCHOOL,N,3,ANC 3C,,,N,,
